Time,Amplitude
25.876,-5.25E-02
25.8765,-3.71E-02
25.877,-2.20E-02
25.8775,-7.11E-03
25.878,7.71E-03
25.8785,2.25E-02
25.879,3.71E-02
25.8795,5.16E-02
25.88,6.58E-02
25.8805,7.96E-02
25.881,9.25E-02
25.8815,1.04E-01
25.882,1.15E-01
25.8825,1.23E-01
25.883,1.30E-01
25.8835,1.34E-01
25.884,1.36E-01
25.8845,1.36E-01
25.885,1.34E-01
25.8855,1.31E-01
25.886,1.27E-01
25.8865,1.22E-01
25.887,1.16E-01
25.8875,1.11E-01
25.888,1.05E-01
25.8885,9.87E-02
25.889,9.28E-02
25.8895,8.72E-02
25.89,8.18E-02
25.8905,7.67E-02
25.891,7.19E-02
25.8915,6.74E-02
25.892,6.32E-02
25.8925,5.92E-02
25.893,5.56E-02
25.8935,5.23E-02
25.894,4.92E-02
25.8945,4.63E-02
25.895,4.38E-02
25.8955,4.14E-02
25.896,3.93E-02
25.8965,3.74E-02
25.897,3.57E-02
25.8975,3.41E-02
25.898,3.28E-02
25.8985,3.16E-02
25.899,3.05E-02
25.8995,2.96E-02
25.9,2.89E-02
25.9005,2.83E-02
25.901,2.78E-02
25.9015,2.74E-02
25.902,2.71E-02
25.9025,2.69E-02
25.903,2.69E-02
25.9035,2.69E-02
25.904,2.70E-02
25.9045,2.72E-02
25.905,2.75E-02
25.9055,2.79E-02
25.906,2.83E-02
25.9065,2.88E-02
25.907,2.94E-02
25.9075,3.00E-02
25.908,3.07E-02
25.9085,3.15E-02
25.909,3.23E-02
25.9095,3.31E-02
25.91,3.40E-02
25.9105,3.49E-02
25.911,3.59E-02
25.9115,3.69E-02
25.912,3.78E-02
25.9125,3.88E-02
25.913,3.97E-02
25.9135,4.06E-02
25.914,4.15E-02
25.9145,4.22E-02
25.915,4.28E-02
25.9155,4.32E-02
25.916,4.34E-02
25.9165,4.33E-02
25.917,4.29E-02
25.9175,4.20E-02
25.918,4.06E-02
25.9185,3.85E-02
25.919,3.56E-02
25.9195,3.17E-02
25.92,2.67E-02
25.9205,2.05E-02
25.921,1.29E-02
25.9215,3.92E-03
25.922,-6.36E-03
25.9225,-1.76E-02
25.923,-2.90E-02
25.9235,-3.97E-02
25.924,-4.84E-02
25.9245,-5.35E-02
25.925,-5.39E-02
25.9255,-4.86E-02
25.926,-3.68E-02
25.9265,-1.78E-02
25.927,9.84E-03
25.9275,4.87E-02
25.928,1.04E-01
25.9285,1.89E-01
25.929,3.23E-01
25.9295,4.90E-01
25.93,5.56E-01
25.9305,4.90E-01
25.931,3.92E-01
25.9315,3.06E-01
25.932,2.39E-01
25.9325,1.86E-01
25.933,1.46E-01
25.9335,1.14E-01
25.934,8.81E-02
25.9345,6.69E-02
25.935,4.91E-02
25.9355,3.37E-02
25.936,2.00E-02
25.9365,7.31E-03
25.937,-4.84E-03
25.9375,-1.70E-02
25.938,-2.96E-02
25.9385,-4.33E-02
25.939,-5.85E-02
25.9395,-7.60E-02
25.94,-9.63E-02
25.9405,-1.20E-01
25.941,-1.46E-01
25.9415,-1.75E-01
25.942,-2.04E-01
25.9425,-2.30E-01
25.943,-2.50E-01
25.9435,-2.62E-01
25.944,-2.65E-01
25.9445,-2.60E-01
25.945,-2.50E-01
25.9455,-2.35E-01
25.946,-2.18E-01
25.9465,-1.99E-01
25.947,-1.80E-01
25.9475,-1.61E-01
25.948,-1.42E-01
25.9485,-1.24E-01
25.949,-1.07E-01
25.9495,-8.96E-02
25.95,-7.32E-02
25.9505,-5.73E-02
25.951,-4.17E-02
25.9515,-2.65E-02
25.952,-1.14E-02
25.9525,3.57E-03
25.953,1.84E-02
25.9535,3.32E-02
25.954,4.79E-02
25.9545,6.23E-02
25.955,7.63E-02
25.9555,8.97E-02
25.956,1.02E-01
25.9565,1.13E-01
25.957,1.22E-01
25.9575,1.29E-01
25.958,1.34E-01
25.9585,1.37E-01
25.959,1.37E-01
25.9595,1.36E-01
25.96,1.33E-01
25.9605,1.29E-01
25.961,1.24E-01
25.9615,1.18E-01
25.962,1.13E-01
25.9625,1.07E-01
25.963,1.01E-01
25.9635,9.47E-02
25.964,8.90E-02
25.9645,8.35E-02
25.965,7.82E-02
25.9655,7.33E-02
25.966,6.87E-02
25.9665,6.43E-02
25.967,6.03E-02
25.9675,5.66E-02
25.968,5.31E-02
25.9685,4.99E-02
25.969,4.70E-02
25.9695,4.43E-02
25.97,4.19E-02
25.9705,3.96E-02
25.971,3.76E-02
25.9715,3.58E-02
25.972,3.42E-02
25.9725,3.28E-02
25.973,3.15E-02
25.9735,3.04E-02
25.974,2.94E-02
25.9745,2.86E-02
25.975,2.79E-02
25.9755,2.73E-02
25.976,2.68E-02
25.9765,2.65E-02
25.977,2.63E-02
25.9775,2.61E-02
25.978,2.61E-02
25.9785,2.61E-02
25.979,2.63E-02
25.9795,2.65E-02
25.98,2.68E-02
25.9805,2.71E-02
25.981,2.76E-02
25.9815,2.81E-02
25.982,2.87E-02
25.9825,2.93E-02
25.983,3.00E-02
25.9835,3.08E-02
25.984,3.16E-02
25.9845,3.25E-02
25.985,3.34E-02
25.9855,3.43E-02
25.986,3.53E-02
25.9865,3.62E-02
25.987,3.73E-02
25.9875,3.83E-02
25.988,3.93E-02
25.9885,4.02E-02
25.989,4.12E-02
25.9895,4.20E-02
25.99,4.28E-02
25.9905,4.35E-02
25.991,4.39E-02
25.9915,4.42E-02
25.992,4.42E-02
25.9925,4.38E-02
25.993,4.30E-02
25.9935,4.17E-02
25.994,3.98E-02
25.9945,3.70E-02
25.995,3.33E-02
25.9955,2.86E-02
25.996,2.25E-02
25.9965,1.51E-02
25.997,6.29E-03
25.9975,-3.90E-03
25.998,-1.51E-02
25.9985,-2.68E-02
25.999,-3.80E-02
25.9995,-4.74E-02
26,-5.35E-02
26.0005,-5.51E-02
26.001,-5.11E-02
26.0015,-4.06E-02
26.002,-2.30E-02
26.0025,2.82E-03
26.003,3.92E-02
26.0035,9.12E-02
26.004,1.69E-01
26.0045,2.93E-01
26.005,4.62E-01
26.0055,5.58E-01
26.006,5.09E-01
26.0065,4.11E-01
26.007,3.22E-01
26.0075,2.50E-01
26.008,1.95E-01
26.0085,1.53E-01
26.009,1.19E-01
26.0095,9.26E-02
26.01,7.07E-02
26.0105,5.23E-02
26.011,3.66E-02
26.0115,2.26E-02
26.012,9.87E-03
26.0125,-2.22E-03
26.013,-1.41E-02
26.0135,-2.64E-02
26.014,-3.95E-02
26.0145,-5.40E-02
26.015,-7.04E-02
26.0155,-8.94E-02
26.016,-1.11E-01
26.0165,-1.37E-01
26.017,-1.64E-01
26.0175,-1.93E-01
26.018,-2.20E-01
26.0185,-2.42E-01
26.019,-2.56E-01
26.0195,-2.63E-01
26.02,-2.61E-01
26.0205,-2.53E-01
26.021,-2.40E-01
26.0215,-2.23E-01
26.022,-2.05E-01
26.0225,-1.87E-01
26.023,-1.68E-01
26.0235,-1.49E-01
26.024,-1.31E-01
26.0245,-1.13E-01
26.025,-9.61E-02
26.0255,-7.96E-02
26.026,-6.36E-02
26.0265,-4.80E-02
26.027,-3.27E-02
26.0275,-1.76E-02
26.028,-2.74E-03
26.0285,1.21E-02
26.029,2.68E-02
26.0295,4.14E-02
26.03,5.58E-02
26.0305,6.99E-02
26.031,8.35E-02
26.0315,9.61E-02
26.032,1.08E-01
26.0325,1.17E-01
26.033,1.25E-01
26.0335,1.31E-01
26.034,1.35E-01
26.0345,1.36E-01
26.035,1.36E-01
26.0355,1.34E-01
26.036,1.30E-01
26.0365,1.26E-01
26.037,1.20E-01
26.0375,1.15E-01
26.038,1.09E-01
26.0385,1.03E-01
26.039,9.69E-02
26.0395,9.12E-02
26.04,8.56E-02
26.0405,8.03E-02
26.041,7.53E-02
26.0415,7.05E-02
26.042,6.61E-02
26.0425,6.20E-02
26.043,5.81E-02
26.0435,5.46E-02
26.044,5.13E-02
26.0445,4.83E-02
26.045,4.56E-02
26.0455,4.31E-02
26.046,4.08E-02
26.0465,3.87E-02
26.047,3.68E-02
26.0475,3.52E-02
26.048,3.37E-02
26.0485,3.24E-02
26.049,3.12E-02
26.0495,3.02E-02
26.05,2.94E-02
26.0505,2.87E-02
26.051,2.81E-02
26.0515,2.76E-02
26.052,2.73E-02
26.0525,2.70E-02
26.053,2.69E-02
26.0535,2.69E-02
26.054,2.69E-02
26.0545,2.71E-02
26.055,2.73E-02
26.0555,2.76E-02
26.056,2.80E-02
26.0565,2.84E-02
26.057,2.90E-02
26.0575,2.96E-02
26.058,3.02E-02
26.0585,3.09E-02
26.059,3.17E-02
26.0595,3.25E-02
26.06,3.34E-02
26.0605,3.43E-02
26.061,3.52E-02
26.0615,3.62E-02
26.062,3.71E-02
26.0625,3.81E-02
26.063,3.91E-02
26.0635,4.00E-02
26.064,4.09E-02
26.0645,4.17E-02
26.065,4.24E-02
26.0655,4.29E-02
26.066,4.33E-02
26.0665,4.34E-02
26.067,4.32E-02
26.0675,4.27E-02
26.068,4.16E-02
26.0685,4.00E-02
26.069,3.77E-02
26.0695,3.46E-02
26.07,3.04E-02
26.0705,2.51E-02
26.071,1.85E-02
26.0715,1.05E-02
26.072,1.06E-03
26.0725,-9.54E-03
26.073,-2.09E-02
26.0735,-3.23E-02
26.074,-4.25E-02
26.0745,-5.03E-02
26.075,-5.42E-02
26.0755,-5.30E-02
26.076,-4.59E-02
26.0765,-3.21E-02
26.077,-1.07E-02
26.0775,1.98E-02
26.078,6.27E-02
26.0785,1.25E-01
26.079,2.22E-01
26.0795,3.72E-01
26.08,5.26E-01
26.0805,5.45E-01
26.081,4.62E-01
26.0815,3.65E-01
26.082,2.85E-01
26.0825,2.22E-01
26.083,1.74E-01
26.0835,1.36E-01
26.084,1.06E-01
26.0845,8.15E-02
26.085,6.15E-02
26.0855,4.44E-02
26.086,2.96E-02
26.0865,1.62E-02
26.087,3.75E-03
26.0875,-8.34E-03
26.088,-2.06E-02
26.0885,-3.34E-02
26.089,-4.75E-02
26.0895,-6.34E-02
26.09,-8.16E-02
26.0905,-1.03E-01
26.091,-1.27E-01
26.0915,-1.55E-01
26.092,-1.84E-01
26.0925,-2.12E-01
26.093,-2.37E-01
26.0935,-2.54E-01
26.094,-2.63E-01
26.0945,-2.64E-01
26.095,-2.57E-01
26.0955,-2.46E-01
26.096,-2.30E-01
26.0965,-2.12E-01
26.097,-1.94E-01
26.0975,-1.75E-01
26.098,-1.56E-01
26.0985,-1.37E-01
26.099,-1.19E-01
26.0995,-1.02E-01
26.1,-8.48E-02
26.1005,-6.86E-02
26.101,-5.27E-02
26.1015,-3.73E-02
26.102,-2.21E-02
26.1025,-7.05E-03
26.103,7.88E-03
26.1035,2.27E-02
26.104,3.75E-02
26.1045,5.21E-02
26.105,6.65E-02
26.1055,8.03E-02
26.106,9.33E-02
26.1065,1.05E-01
26.107,1.16E-01
26.1075,1.24E-01
26.108,1.31E-01
26.1085,1.35E-01
26.109,1.37E-01
26.1095,1.37E-01
26.11,1.35E-01
26.1105,1.32E-01
26.111,1.27E-01
26.1115,1.22E-01
26.112,1.17E-01
26.1125,1.11E-01
26.113,1.05E-01
26.1135,9.88E-02
26.114,9.30E-02
26.1145,8.73E-02
26.115,8.19E-02
26.1155,7.68E-02
26.116,7.19E-02
26.1165,6.74E-02
26.117,6.31E-02
26.1175,5.92E-02
26.118,5.55E-02
26.1185,5.21E-02
26.119,4.90E-02
26.1195,4.62E-02
26.12,4.36E-02
26.1205,4.12E-02
26.121,3.90E-02
26.1215,3.71E-02
26.122,3.53E-02
26.1225,3.38E-02
26.123,3.24E-02
26.1235,3.11E-02
26.124,3.01E-02
26.1245,2.91E-02
26.125,2.83E-02
26.1255,2.77E-02
26.126,2.71E-02
26.1265,2.67E-02
26.127,2.64E-02
26.1275,2.62E-02
26.128,2.61E-02
26.1285,2.61E-02
26.129,2.62E-02
26.1295,2.63E-02
26.13,2.66E-02
26.1305,2.69E-02
26.131,2.73E-02
26.1315,2.77E-02
26.132,2.83E-02
26.1325,2.89E-02
26.133,2.95E-02
26.1335,3.02E-02
26.134,3.10E-02
26.1345,3.18E-02
26.135,3.27E-02
26.1355,3.36E-02
26.136,3.46E-02
26.1365,3.55E-02
26.137,3.65E-02
26.1375,3.75E-02
26.138,3.86E-02
26.1385,3.95E-02
26.139,4.05E-02
26.1395,4.14E-02
26.14,4.23E-02
26.1405,4.30E-02
26.141,4.36E-02
26.1415,4.40E-02
26.142,4.42E-02
26.1425,4.41E-02
26.143,4.37E-02
26.1435,4.27E-02
26.144,4.12E-02
26.1445,3.90E-02
26.145,3.60E-02
26.1455,3.20E-02
26.146,2.69E-02
26.1465,2.05E-02
26.147,1.27E-02
26.1475,3.42E-03
26.148,-7.12E-03
26.1485,-1.86E-02
26.149,-3.02E-02
26.1495,-4.10E-02
26.15,-4.96E-02
26.1505,-5.45E-02
26.151,-5.45E-02
26.1515,-4.87E-02
26.152,-3.62E-02
26.1525,-1.64E-02
26.153,1.23E-02
26.1535,5.25E-02
26.154,1.11E-01
26.1545,2.00E-01
26.155,3.40E-01
26.1555,5.06E-01
26.156,5.55E-01
26.1565,4.81E-01
26.157,3.83E-01
26.1575,2.99E-01
26.158,2.33E-01
26.1585,1.82E-01
26.159,1.42E-01
26.1595,1.11E-01
26.16,8.57E-02
26.1605,6.50E-02
26.161,4.75E-02
26.1615,3.23E-02
26.162,1.88E-02
26.1625,6.27E-03
26.163,-5.72E-03
26.1635,-1.77E-02
26.164,-3.01E-02
26.1645,-4.36E-02
26.165,-5.86E-02
26.1655,-7.57E-02
26.166,-9.56E-02
26.1665,-1.18E-01
26.167,-1.44E-01
26.1675,-1.73E-01
26.168,-2.01E-01
26.1685,-2.27E-01
26.169,-2.47E-01
26.1695,-2.59E-01
26.17,-2.63E-01
26.1705,-2.59E-01
26.171,-2.49E-01
26.1715,-2.35E-01
26.172,-2.18E-01
26.1725,-2.00E-01
26.173,-1.81E-01
26.1735,-1.62E-01
26.174,-1.44E-01
26.1745,-1.26E-01
26.175,-1.08E-01
26.1755,-9.12E-02
26.176,-7.48E-02
26.1765,-5.89E-02
26.177,-4.34E-02
26.1775,-2.82E-02
26.178,-1.32E-02
26.1785,1.62E-03
26.179,1.64E-02
26.1795,3.11E-02
26.18,4.57E-02
26.1805,6.00E-02
26.181,7.40E-02
26.1815,8.73E-02
26.182,9.96E-02
26.1825,1.11E-01
26.183,1.20E-01
26.1835,1.27E-01
26.184,1.33E-01
26.1845,1.36E-01
26.185,1.36E-01
26.1855,1.35E-01
26.186,1.33E-01
26.1865,1.29E-01
26.187,1.24E-01
26.1875,1.19E-01
26.188,1.13E-01
26.1885,1.07E-01
26.189,1.01E-01
26.1895,9.52E-02
26.19,8.95E-02
26.1905,8.40E-02
26.191,7.88E-02
26.1915,7.39E-02
26.192,6.92E-02
26.1925,6.49E-02
26.193,6.08E-02
26.1935,5.71E-02
26.194,5.36E-02
26.1945,5.04E-02
26.195,4.75E-02
26.1955,4.48E-02
26.196,4.24E-02
26.1965,4.01E-02
26.197,3.81E-02
26.1975,3.63E-02
26.198,3.47E-02
26.1985,3.33E-02
26.199,3.20E-02
26.1995,3.09E-02
26.2,3.00E-02
26.2005,2.92E-02
26.201,2.85E-02
26.2015,2.79E-02
26.202,2.75E-02
26.2025,2.72E-02
26.203,2.70E-02
26.2035,2.69E-02
26.204,2.69E-02
26.2045,2.69E-02
26.205,2.71E-02
26.2055,2.74E-02
26.206,2.77E-02
26.2065,2.81E-02
26.207,2.86E-02
26.2075,2.91E-02
26.208,2.97E-02
26.2085,3.04E-02
26.209,3.11E-02
26.2095,3.19E-02
26.21,3.28E-02
26.2105,3.36E-02
26.211,3.46E-02
26.2115,3.55E-02
26.212,3.65E-02
26.2125,3.74E-02
26.213,3.84E-02
26.2135,3.93E-02
26.214,4.03E-02
26.2145,4.11E-02
26.215,4.19E-02
26.2155,4.25E-02
26.216,4.31E-02
26.2165,4.34E-02
26.217,4.34E-02
26.2175,4.31E-02
26.218,4.24E-02
26.2185,4.12E-02
26.219,3.94E-02
26.2195,3.69E-02
26.22,3.35E-02
26.2205,2.90E-02
26.221,2.33E-02
26.2215,1.63E-02
26.222,7.87E-03
26.2225,-1.90E-03
26.223,-1.28E-02
26.2235,-2.42E-02
26.224,-3.54E-02
26.2245,-4.51E-02
26.225,-5.19E-02
26.2255,-5.44E-02
26.226,-5.16E-02
26.2265,-4.26E-02
26.227,-2.67E-02
26.2275,-2.91E-03
26.228,3.07E-02
26.2285,7.84E-02
26.229,1.49E-01
26.2295,2.60E-01
26.23,4.22E-01
26.2305,5.49E-01
26.231,5.26E-01
26.2315,4.33E-01
26.232,3.40E-01
26.2325,2.65E-01
26.233,2.07E-01
26.2335,1.62E-01
26.234,1.26E-01
26.2345,9.83E-02
26.235,7.53E-02
26.2355,5.62E-02
26.236,3.99E-02
26.2365,2.56E-02
26.237,1.25E-02
26.2375,2.28E-04
26.238,-1.18E-02
26.2385,-2.42E-02
26.239,-3.74E-02
26.2395,-5.19E-02
26.24,-6.84E-02
26.2405,-8.74E-02
26.241,-1.10E-01
26.2415,-1.35E-01
26.242,-1.63E-01
26.2425,-1.92E-01
26.243,-2.20E-01
26.2435,-2.43E-01
26.244,-2.58E-01
26.2445,-2.64E-01
26.245,-2.63E-01
26.2455,-2.55E-01
26.246,-2.41E-01
26.2465,-2.25E-01
26.247,-2.07E-01
26.2475,-1.88E-01
26.248,-1.69E-01
26.2485,-1.50E-01
26.249,-1.32E-01
26.2495,-1.14E-01
26.25,-9.67E-02
26.2505,-8.00E-02
26.251,-6.39E-02
26.2515,-4.82E-02
26.252,-3.29E-02
26.2525,-1.77E-02
26.253,-2.71E-03
26.2535,1.22E-02
26.254,2.70E-02
26.2545,4.18E-02
26.255,5.63E-02
26.2555,7.05E-02
26.256,8.42E-02
26.2565,9.69E-02
26.257,1.08E-01
26.2575,1.18E-01
26.258,1.26E-01
26.2585,1.32E-01
26.259,1.36E-01
26.2595,1.37E-01
26.26,1.37E-01
26.2605,1.34E-01
26.261,1.31E-01
26.2615,1.26E-01
26.262,1.21E-01
26.2625,1.15E-01
26.263,1.09E-01
26.2635,1.03E-01
26.264,9.71E-02
26.2645,9.13E-02
26.265,8.57E-02
26.2655,8.04E-02
26.266,7.54E-02
26.2665,7.06E-02
26.267,6.61E-02
26.2675,6.20E-02
26.268,5.81E-02
26.2685,5.45E-02
26.269,5.12E-02
26.2695,4.82E-02
26.27,4.54E-02
26.2705,4.29E-02
26.271,4.05E-02
26.2715,3.84E-02
26.272,3.66E-02
26.2725,3.49E-02
26.273,3.33E-02
26.2735,3.20E-02
26.274,3.08E-02
26.2745,2.98E-02
26.275,2.89E-02
26.2755,2.81E-02
26.276,2.75E-02
26.2765,2.70E-02
26.277,2.66E-02
26.2775,2.63E-02
26.278,2.62E-02
26.2785,2.61E-02
26.279,2.61E-02
26.2795,2.62E-02
26.28,2.64E-02
26.2805,2.66E-02
26.281,2.70E-02
26.2815,2.74E-02
26.282,2.79E-02
26.2825,2.84E-02
26.283,2.91E-02
26.2835,2.97E-02
26.284,3.05E-02
26.2845,3.13E-02
26.285,3.21E-02
26.2855,3.30E-02
26.286,3.39E-02
26.2865,3.49E-02
26.287,3.58E-02
26.2875,3.68E-02
26.288,3.78E-02
26.2885,3.88E-02
26.289,3.98E-02
26.2895,4.08E-02
26.29,4.17E-02
26.2905,4.25E-02
26.291,4.32E-02
26.2915,4.38E-02
26.292,4.41E-02
26.2925,4.42E-02
26.293,4.40E-02
26.2935,4.34E-02
26.294,4.23E-02
26.2945,4.07E-02
26.295,3.83E-02
26.2955,3.50E-02
26.296,3.07E-02
26.2965,2.52E-02
26.297,1.84E-02
26.2975,1.01E-02
26.298,4.52E-04
26.2985,-1.04E-02
26.299,-2.20E-02
26.2995,-3.35E-02
26.3,-4.38E-02
26.3005,-5.15E-02
26.301,-5.51E-02
26.3015,-5.35E-02
26.302,-4.57E-02
26.3025,-3.12E-02
26.303,-8.95E-03
26.3035,2.27E-02
26.304,6.73E-02
26.3045,1.33E-01
26.305,2.35E-01
26.3055,3.91E-01
26.306,5.38E-01
26.3065,5.41E-01
26.307,4.52E-01
26.3075,3.56E-01
26.308,2.78E-01
26.3085,2.16E-01
26.309,1.69E-01
26.3095,1.32E-01
26.31,1.03E-01
26.3105,7.92E-02
26.311,5.95E-02
26.3115,4.28E-02
26.312,2.82E-02
26.3125,1.50E-02
26.313,2.72E-03
26.3135,-9.21E-03
26.314,-2.13E-02
26.3145,-3.40E-02
26.315,-4.78E-02
26.3155,-6.34E-02
26.316,-8.13E-02
26.3165,-1.02E-01
26.317,-1.26E-01
26.3175,-1.53E-01
26.318,-1.81E-01
26.3185,-2.09E-01
26.319,-2.34E-01
26.3195,-2.51E-01
26.32,-2.61E-01
26.3205,-2.62E-01
26.321,-2.57E-01
26.3215,-2.45E-01
26.322,-2.30E-01
26.3225,-2.13E-01
26.323,-1.95E-01
26.3235,-1.76E-01
26.324,-1.57E-01
26.3245,-1.38E-01
26.325,-1.20E-01
26.3255,-1.03E-01
26.326,-8.63E-02
26.3265,-7.01E-02
26.327,-5.43E-02
26.3275,-3.89E-02
26.328,-2.38E-02
26.3285,-8.86E-03
26.329,5.97E-03
26.3295,2.07E-02
26.33,3.54E-02
26.3305,4.99E-02
26.331,6.42E-02
26.3315,7.80E-02
26.332,9.10E-02
26.3325,1.03E-01
26.333,1.14E-01
26.3335,1.22E-01
26.334,1.29E-01
26.3345,1.34E-01
26.335,1.36E-01
26.3355,1.36E-01
26.336,1.35E-01
26.3365,1.32E-01
26.337,1.28E-01
26.3375,1.23E-01
26.338,1.17E-01
26.3385,1.11E-01
26.339,1.05E-01
26.3395,9.94E-02
26.34,9.35E-02
26.3405,8.79E-02
26.341,8.25E-02
26.3415,7.73E-02
26.342,7.25E-02
26.3425,6.79E-02
26.343,6.36E-02
26.3435,5.97E-02
26.344,5.60E-02
26.3445,5.26E-02
26.345,4.95E-02
26.3455,4.67E-02
26.346,4.41E-02
26.3465,4.17E-02
26.347,3.95E-02
26.3475,3.76E-02
26.348,3.58E-02
26.3485,3.43E-02
26.349,3.29E-02
26.3495,3.17E-02
26.35,3.06E-02
26.3505,2.97E-02
26.351,2.90E-02
26.3515,2.83E-02
26.352,2.78E-02
26.3525,2.74E-02
26.353,2.71E-02
26.3535,2.69E-02
26.354,2.69E-02
26.3545,2.69E-02
26.355,2.70E-02
26.3555,2.72E-02
26.356,2.74E-02
26.3565,2.78E-02
26.357,2.82E-02
26.3575,2.87E-02
26.358,2.93E-02
26.3585,2.99E-02
26.359,3.06E-02
26.3595,3.14E-02
26.36,3.22E-02
26.3605,3.30E-02
26.361,3.39E-02
26.3615,3.48E-02
26.362,3.58E-02
26.3625,3.67E-02
26.363,3.77E-02
26.3635,3.87E-02
26.364,3.96E-02
26.3645,4.05E-02
26.365,4.14E-02
26.3655,4.21E-02
26.366,4.27E-02
26.3665,4.32E-02
26.367,4.34E-02
26.3675,4.34E-02
26.368,4.30E-02
26.3685,4.21E-02
26.369,4.08E-02
26.3695,3.88E-02
26.37,3.60E-02
26.3705,3.23E-02
26.371,2.75E-02
26.3715,2.14E-02
26.372,1.40E-02
26.3725,5.17E-03
26.373,-4.96E-03
26.3735,-1.61E-02
26.374,-2.76E-02
26.3745,-3.84E-02
26.375,-4.74E-02
26.3755,-5.31E-02
26.376,-5.42E-02
26.3765,-4.97E-02
26.377,-3.87E-02
26.3775,-2.07E-02
26.378,5.71E-03
26.3785,4.28E-02
26.379,9.60E-02
26.3795,1.76E-01
26.38,3.02E-01
26.3805,4.70E-01
26.381,5.57E-01
26.3815,5.02E-01
26.382,4.05E-01
26.3825,3.16E-01
26.383,2.47E-01
26.3835,1.92E-01
26.384,1.51E-01
26.3845,1.18E-01
26.385,9.11E-02
26.3855,6.95E-02
26.386,5.13E-02
26.3865,3.56E-02
26.387,2.17E-02
26.3875,8.91E-03
26.388,-3.28E-03
26.3885,-1.54E-02
26.389,-2.79E-02
26.3895,-4.14E-02
26.39,-5.64E-02
26.3905,-7.36E-02
26.391,-9.35E-02
26.3915,-1.17E-01
26.392,-1.43E-01
26.3925,-1.71E-01
26.393,-2.00E-01
26.3935,-2.27E-01
26.394,-2.48E-01
26.3945,-2.61E-01
26.395,-2.65E-01
26.3955,-2.61E-01
26.396,-2.51E-01
26.3965,-2.37E-01
26.397,-2.20E-01
26.3975,-2.02E-01
26.398,-1.83E-01
26.3985,-1.63E-01
26.399,-1.45E-01
26.3995,-1.26E-01
26.4,-1.09E-01
26.4005,-9.18E-02
26.401,-7.53E-02
26.4015,-5.93E-02
26.402,-4.37E-02
26.4025,-2.84E-02
26.403,-1.34E-02
26.4035,1.61E-03
26.404,1.65E-02
26.4045,3.13E-02
26.405,4.60E-02
26.4055,6.05E-02
26.406,7.45E-02
26.4065,8.80E-02
26.407,1.00E-01
26.4075,1.11E-01
26.408,1.21E-01
26.4085,1.28E-01
26.409,1.33E-01
26.4095,1.36E-01
26.41,1.37E-01
26.4105,1.36E-01
26.411,1.33E-01
26.4115,1.29E-01
26.412,1.25E-01
26.4125,1.19E-01
26.413,1.13E-01
26.4135,1.07E-01
26.414,1.01E-01
26.4145,9.54E-02
26.415,8.97E-02
26.4155,8.42E-02
26.416,7.89E-02
26.4165,7.39E-02
26.417,6.93E-02
26.4175,6.49E-02
26.418,6.08E-02
26.4185,5.70E-02
26.419,5.35E-02
26.4195,5.03E-02
26.42,4.74E-02
26.4205,4.46E-02
26.421,4.22E-02
26.4215,3.99E-02
26.422,3.79E-02
26.4225,3.60E-02
26.423,3.44E-02
26.4235,3.29E-02
26.424,3.16E-02
26.4245,3.05E-02
26.425,2.95E-02
26.4255,2.87E-02
26.426,2.79E-02
26.4265,2.74E-02
26.427,2.69E-02
26.4275,2.65E-02
26.428,2.63E-02
26.4285,2.61E-02
26.429,2.61E-02
26.4295,2.61E-02
26.43,2.62E-02
26.4305,2.64E-02
26.431,2.67E-02
26.4315,2.71E-02
26.432,2.75E-02
26.4325,2.80E-02
26.433,2.86E-02
26.4335,2.93E-02
26.434,2.99E-02
26.4345,3.07E-02
26.435,3.15E-02
26.4355,3.23E-02
26.436,3.32E-02
26.4365,3.42E-02
26.437,3.51E-02
26.4375,3.61E-02
26.438,3.71E-02
26.4385,3.81E-02
26.439,3.91E-02
26.4395,4.01E-02
26.44,4.11E-02
26.4405,4.19E-02
26.441,4.27E-02
26.4415,4.34E-02
26.442,4.39E-02
26.4425,4.42E-02
26.443,4.42E-02
26.4435,4.39E-02
26.444,4.32E-02
26.4445,4.19E-02
26.445,4.00E-02
26.4455,3.74E-02
26.446,3.38E-02
26.4465,2.92E-02
26.447,2.33E-02
26.4475,1.61E-02
26.448,7.41E-03
26.4485,-2.63E-03
26.449,-1.38E-02
26.4495,-2.54E-02
26.45,-3.67E-02
26.4505,-4.64E-02
26.451,-5.30E-02
26.4515,-5.52E-02
26.452,-5.19E-02
26.4525,-4.22E-02
26.453,-2.55E-02
26.4535,-7.47E-04
26.454,3.42E-02
26.4545,8.39E-02
26.455,1.58E-01
26.4555,2.75E-01
26.456,4.42E-01
26.4565,5.56E-01
26.457,5.19E-01
26.4575,4.23E-01
26.458,3.31E-01
26.4585,2.58E-01
26.459,2.01E-01
26.4595,1.57E-01
26.46,1.23E-01
26.4605,9.55E-02
26.461,7.31E-02
26.4615,5.44E-02
26.462,3.83E-02
26.4625,2.42E-02
26.463,1.13E-02
26.4635,-7.97E-04
26.464,-1.27E-02
26.4645,-2.49E-02
26.465,-3.79E-02
26.4655,-5.22E-02
26.466,-6.84E-02
26.4665,-8.70E-02
26.467,-1.09E-01
26.4675,-1.33E-01
26.468,-1.61E-01
26.4685,-1.90E-01
26.469,-2.17E-01
26.4695,-2.40E-01
26.47,-2.55E-01
